set_id;ver_id;reference_yt_id;yt_id;sample_group;worker_ind0;worker_ind1;worker_ind2;worker_ind3;worker_ind4;origin;seed;nlabel_mturk;label_mturk;label_expert;nlabel_expert;category_expert;nlabel;label;expert_id;music_ratio
724;36;9nPZE2DCZpY;PQelnBwxYMw;DisAgrMus;2;2;2;2;2;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.962207297162185
724;36;9nPZE2DCZpY;Y_V6y1ZCg_8;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.982609664298009
724;36;9nPZE2DCZpY;cjIvu7e6Wq8;DisAgrTxt;1;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.960841450556844
724;36;9nPZE2DCZpY;egsPhiIW7nI;DisAgrMus;3;2;2;2;1;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.938724334818938
724;36;9nPZE2DCZpY;iMRnM8bowKw;DisAgrTxt;1;1;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.995812611342043
724;36;9nPZE2DCZpY;iMewtlmkV6c;MutUnc;1;1;1;1;3;worker;False;1;Non-Version;;;;1;Non-Version;;0.990058182126222
724;36;9nPZE2DCZpY;oKggZasWAck;DisAgrTxt;0;0;0;0;1;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
724;36;9nPZE2DCZpY;ryXzqqFm9Ts;DisAgrMus;0;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.974695911801719
765;30;YaTQ7HMo1y4;2u5JwQx1-x0;DisAgrMus;1;2;;;;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.976031698069853
765;30;YaTQ7HMo1y4;6DMA-cXQAl8;DisAgrMus;2;2;;;;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.876656448009402
765;30;YaTQ7HMo1y4;Ia1clRcLK34;DisAgrTxt;0;0;;;;expert;False;0;No Music;No Music;0;Video: Similar Metadata;0;No Music;0;0.119274652085706
765;30;YaTQ7HMo1y4;JeORr66ClGU;MutUnc;1;1;;;;expert;False;2;Version;Version;2;Song: Difficult Cover;2;Version;0;0.903199139628657
765;30;YaTQ7HMo1y4;REm7_CfPyNw;MutUnc;1;2;;;;expert;False;1;Non-Version;Non-Version;1;Video: Multiple Songs;1;Non-Version;0;0.99979126025567
765;30;YaTQ7HMo1y4;jK3STZQMfZQ;DisAgrMus;1;1;;;;expert;False;2;Version;Version;2;Video: Low Fidelity;2;Version;0;0.990501102946777
765;30;YaTQ7HMo1y4;svQD6mGDPXc;DisAgrTxt;2;0;;;;expert;True;0;No Music;No Music;0;Video: Similar Metadata;0;No Music;0;0
765;30;YaTQ7HMo1y4;uSNXUqOmgLA;DisAgrTxt;0;0;;;;expert;False;0;No Music;No Music;0;Video: Similar Metadata;0;No Music;0;0
765;30;YaTQ7HMo1y4;zkxt8YKIaVU;MutUnc;1;0;;;;expert;False;0;No Music;Version;2;Song: Mashup/Remix;2;Version;0;0.639361243853109
794;20;T3_cgE8HzKo;AmRbQaSw6Po;MutUnc;1;1;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;
794;20;T3_cgE8HzKo;Oim_iaJTqD8;DisAgrTxt;2;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.945477741917027
794;20;T3_cgE8HzKo;ZRXGsPBUV5g;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;
794;20;T3_cgE8HzKo;jpeB8p4b8Sg;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.98824941900712
794;20;T3_cgE8HzKo;pXP1MSFwMnc;MutUnc;1;1;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;
794;20;T3_cgE8HzKo;tqXa9SYso94;DisAgrTxt;1;1;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.990750357361191
794;20;T3_cgE8HzKo;u7YcExpJz_c;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;
794;20;T3_cgE8HzKo;u9ZkbKRFYTk;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.98613387991104
794;20;T3_cgE8HzKo;uhz4bQXxEw4;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.977286288765447
838;15;TtGrYYTRcAg;1fzpQzuA7UE;DisAgrMus;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.988376140763274
838;15;TtGrYYTRcAg;2-WfFzTAJeM;DisAgrTxt;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.95041840817119
838;15;TtGrYYTRcAg;7Wo-1vSmaZA;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.95889106535712
838;15;TtGrYYTRcAg;PTF5xgT-pm8;MutUnc;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.977479420092282
838;15;TtGrYYTRcAg;cyrdPtEHKzE;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.96410668524649
838;15;TtGrYYTRcAg;fApaOYQpZE8;DisAgrTxt;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.992148260260153
838;15;TtGrYYTRcAg;gLF-_Z8TK1k;DisAgrMus;0;0;1;0;0;expert;False;0;No Music;Non-Version;1;Video: With Non-Music;1;Non-Version;0;0.906029119868319
838;15;TtGrYYTRcAg;qfxrQFMvP8o;DisAgrTxt;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.996442328559028
838;15;TtGrYYTRcAg;z4PKzz81m5c;DisAgrMus;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.989035990449169
897;9;gBjY8DagQXs;72fTwwijaZw;MutUnc;2;1;3;2;2;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.589521587042651
897;9;gBjY8DagQXs;EPM3I8xKTP4;DisAgrMus;2;1;2;2;2;expert;False;2;Version;Version;2;Song: Instrumental;2;Version;0;
897;9;gBjY8DagQXs;JEXuiOJ2lJo;DisAgrMus;2;1;3;2;2;expert;False;2;Version;Version;2;Song: Instrumental;2;Version;0;0.973083824946962
897;9;gBjY8DagQXs;LmF7TJwUiF4;MutUnc;2;0;2;2;2;expert;False;2;Version;Version;2;Song: Instrumental;2;Version;0;0.976831969087942
897;9;gBjY8DagQXs;PjkmmTZXRjU;DisAgrTxt;2;1;2;2;2;expert;False;2;Version;Version;2;Song: Single Instrument;2;Version;0;0.825303623734107
897;9;gBjY8DagQXs;bfbmBIWuoMo;DisAgrMus;2;1;2;3;2;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.987640490503368
897;9;gBjY8DagQXs;i8nTNbVhHig;MutUnc;2;1;3;3;2;expert;False;1;Non-Version;Version;2;Song: Difficult Cover;2;Version;0;0.972013317828305
897;9;gBjY8DagQXs;oYZl_olCUXg;DisAgrTxt;2;2;2;2;2;expert;False;2;Version;Version;2;Song: Vocal-Only;2;Version;0;0.88404128336633
897;9;gBjY8DagQXs;sJLaaqUgzvM;DisAgrTxt;0;1;2;3;1;expert;False;1;Non-Version;Non-Version;1;Video: With Non-Music;1;Non-Version;0;0.196825793178926
922;36;po2y0gKBceY;8MUwBrHK85g;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.733716941226904
922;36;po2y0gKBceY;Ad9VMFt1FDE;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.939165099047912
922;36;po2y0gKBceY;IVzwueFUbvs;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.999164569785048
922;36;po2y0gKBceY;IkCPF2cDaIU;DisAgrMus;1;1;1;0;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.865826672576899
922;36;po2y0gKBceY;Pe6dgDGed9Q;DisAgrTxt;2;2;1;2;2;expert;False;2;Version;Version;2;Song: Drum-Only;2;Version;0;0.988516512784091
922;36;po2y0gKBceY;bkzsoJf-UsA;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.810449894852534
922;36;po2y0gKBceY;hfhwa-G2Nqo;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.986920337883574
922;36;po2y0gKBceY;j7ohRNSC3gM;DisAgrMus;2;1;1;0;2;expert;False;1;Non-Version;Non-Version;1;Video: With Non-Music;1;Non-Version;0;0.733334065190743
922;36;po2y0gKBceY;o50V_tJIpR8;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;
993;16;YTs23jFAAes;78e8d4zDREU;DisAgrTxt;0;2;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
993;16;YTs23jFAAes;Cc-teiEgHp8;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.988951362941576
993;16;YTs23jFAAes;Ib_eW9VSUwM;DisAgrMus;1;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.990391254528372
993;16;YTs23jFAAes;Iu7VSPQDLvo;DisAgrMus;1;1;2;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.748843871360182
993;16;YTs23jFAAes;KwJrjQCP1gw;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.0079756854465333
993;16;YTs23jFAAes;VWZ_H3uQjzQ;MutUnc;2;1;1;2;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.999161453985059
993;16;YTs23jFAAes;peBHdh1O5q4;DisAgrMus;2;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.993722546501724
993;16;YTs23jFAAes;rbJOZp4WUO8;MutUnc;2;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.995822604909379
993;16;YTs23jFAAes;wVUovqOHLCU;DisAgrTxt;1;2;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.375305099328027
1004;0;hTWKbfoikeg;6wLZhNoYY_c;DisAgrMus;0;2;1;0;2;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.953423220287471
1004;0;hTWKbfoikeg;JnOfGY-WhjQ;MutUnc;2;3;1;3;2;expert;False;2;Version;Version;2;Song: Mashup/Remix;2;Version;0;0.754834546048217
1004;0;hTWKbfoikeg;KoQC3gGwqro;DisAgrTxt;3;2;3;1;1;expert;False;0;No Music;Version;2;Song: Drum-Only;2;Version;0;0.327038918670423
1004;0;hTWKbfoikeg;PjOMTR3Be1A;DisAgrMus;1;2;1;2;3;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.873731639741233
1004;0;hTWKbfoikeg;do0s8NDIOtQ;MutUnc;1;1;1;1;2;expert;False;1;Non-Version;Version;2;Song: Mashup/Remix;2;Version;0;0.993546052218816
1004;0;hTWKbfoikeg;fM5Zyr_Iw-Q;DisAgrMus;3;3;2;1;2;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.985680422575578
1004;0;hTWKbfoikeg;lUHaXkcciEs;DisAgrTxt;2;2;2;2;1;expert;False;2;Version;Version;2;Song: Drum-Only;2;Version;0;0.662467561259575
1004;0;hTWKbfoikeg;xUiWQJVnYQE;DisAgrTxt;2;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Song: Mashup/Remix;1;Non-Version;0;0.921640783295667
1004;0;hTWKbfoikeg;z9LiPuVRyU8;MutUnc;2;1;3;2;1;expert;False;1;Non-Version;Non-Version;1;Song: Same Artist;1;Non-Version;0;0.832623236492394
1009;1;3HetQa0eyYk;1mNMe28rNuc;MutUnc;1;2;1;0;3;expert;False;2;Version;Version;2;Video: Multiple Songs;2;Version;0;0.990829884746287
1009;1;3HetQa0eyYk;38GjUF2IS18;DisAgrTxt;0;2;1;1;1;expert;False;1;Non-Version;Version;2;Song: Vocal-Only;2;Version;0;0.478594718491736
1009;1;3HetQa0eyYk;3QGMCSCFoKA;DisAgrMus;1;1;1;1;2;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.982519346522392
1009;1;3HetQa0eyYk;PH05OA_4qME;DisAgrTxt;0;0;0;0;1;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.731315983952703
1009;1;3HetQa0eyYk;UAHr5VcUI3Q;MutUnc;2;2;3;3;2;expert;False;2;Version;Version;2;Song: Mashup/Remix;2;Version;0;0.771882512019231
1009;1;3HetQa0eyYk;XekMkIJ843w;MutUnc;1;1;1;1;0;expert;False;1;Non-Version;Non-Version;1;Song: Same Artist;1;Non-Version;0;0.994507414469787
1009;1;3HetQa0eyYk;aFt9C9brQY8;DisAgrTxt;0;0;0;0;3;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
1009;1;3HetQa0eyYk;hBp4dgE7Bho;DisAgrMus;0;0;0;0;1;expert;False;0;No Music;Non-Version;1;Song: Same Artist;1;Non-Version;0;0.984799842151535
1009;1;3HetQa0eyYk;i3JybLTO_3g;DisAgrMus;1;2;1;0;2;expert;False;2;Version;Version;2;Video: Multiple Songs;2;Version;0;0.984957812545044
1035;17;Mk9yQt7FvCI;CBCyFLSW2aI;DisAgrMus;2;0;0;2;0;expert;False;0;No Music;Version;2;Song: Difficult Cover;2;Version;0;0.979499375978857
1035;17;Mk9yQt7FvCI;HaNMIvwatto;DisAgrTxt;1;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.929384107268258
1035;17;Mk9yQt7FvCI;Hmugfm-1n2A;DisAgrTxt;1;1;1;3;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.999421492866848
1035;17;Mk9yQt7FvCI;Kp5O9xvelWs;MutUnc;2;1;1;3;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.950886674360795
1035;17;Mk9yQt7FvCI;YugSllQJgug;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;
1035;17;Mk9yQt7FvCI;gxJj084Vpdg;DisAgrTxt;1;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.974241727941176
1035;17;Mk9yQt7FvCI;jH4YI1faPwU;DisAgrMus;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.968359192626425
1035;17;Mk9yQt7FvCI;p9woC3Mrq9w;MutUnc;1;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.968629248388186
1035;17;Mk9yQt7FvCI;tFGs7HP15d4;DisAgrMus;1;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.953799662626822
1074;0;Am38jAK38DU;5dkpk1gmaDc;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.995047345599756
1074;0;Am38jAK38DU;AiIBKcd4m5Q;DisAgrMus;1;1;1;1;2;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;0.921498288855089
1074;0;Am38jAK38DU;AnmZ932gszo;DisAgrMus;1;1;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.929567224039532
1074;0;Am38jAK38DU;BRV6r2jaGx0;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.982617542279164
1074;0;Am38jAK38DU;FIojvnr3uO8;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.768781647384636
1074;0;Am38jAK38DU;NVnV-CfALFw;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.982898861349861
1074;0;Am38jAK38DU;m_KGRqHwfJQ;DisAgrMus;1;1;1;1;2;worker;False;1;Non-Version;;;;1;Non-Version;;0.944305587908544
1074;0;Am38jAK38DU;o0ygIfzs3mI;MutUnc;2;2;2;2;1;expert;False;2;Version;Version;2;Video: Multiple Songs;2;Version;0;0.929624375351914
1074;0;Am38jAK38DU;pSADonusRZ0;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
1163;14;e0fzLOjCaJA;4WMAakIf2TA;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.997207676614846
1163;14;e0fzLOjCaJA;8xYI2eVwefg;DisAgrTxt;1;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.962569217796582
1163;14;e0fzLOjCaJA;ADIyC5iTTt4;MutUnc;1;2;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.904594782622345
1163;14;e0fzLOjCaJA;AvMmAJfO-pk;DisAgrMus;2;1;1;2;1;expert;False;1;Non-Version;Version;2;Video: With Non-Music;2;Version;0;0.828403121326411
1163;14;e0fzLOjCaJA;LBrllMY7mrY;MutUnc;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Video: Low Fidelity;1;Non-Version;1;0.0293569755442723
1163;14;e0fzLOjCaJA;copBvYVNHnA;DisAgrMus;2;2;1;2;1;expert;False;2;Version;Version;2;Video: Low Fidelity;2;Version;0;0.838764432974674
1163;14;e0fzLOjCaJA;i4aCCJnz9mc;MutUnc;2;1;2;1;1;expert;False;1;Non-Version;Version;2;Video: With Non-Music;2;Version;0;0.817939243022964
1163;14;e0fzLOjCaJA;kYJ8pkf1PEY;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.965870551842486
1163;14;e0fzLOjCaJA;yN9auOLr4j8;DisAgrMus;2;1;1;2;1;expert;False;1;Non-Version;Version;2;Video: With Non-Music;2;Version;0;0.710624973450952
1205;12;IgJq6v6gA_4;2Xigou7ld7I;DisAgrMus;2;2;2;2;2;expert;False;2;Version;Version;2;Video: Low Fidelity;2;Version;0;0.957550801819521
1205;12;IgJq6v6gA_4;2uOMr4KWjkY;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.95712602883553
1205;12;IgJq6v6gA_4;OxFaD7hX1ow;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
1205;12;IgJq6v6gA_4;Tjk0GnkJVdE;MutUnc;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.977730086826159
1205;12;IgJq6v6gA_4;UFeSHBf4G_I;DisAgrMus;2;2;2;2;2;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.996272951254467
1205;12;IgJq6v6gA_4;dqMUnqyngKQ;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
1205;12;IgJq6v6gA_4;e3rTzc1NKT4;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.952452817922273
1205;12;IgJq6v6gA_4;o0HLqZ0JZs8;DisAgrTxt;0;2;0;2;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
1205;12;IgJq6v6gA_4;vIoxrzjerA8;MutUnc;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.966535813737624
1210;11;CM-EgnGvySA;HloB3xa28S8;DisAgrTxt;2;2;2;2;2;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0
1210;11;CM-EgnGvySA;LO6OaR5PK_w;DisAgrMus;1;1;2;1;2;expert;False;1;Non-Version;Version;2;Video: With Non-Music;2;Version;0;0.720622871073426
1210;11;CM-EgnGvySA;Mb1KLjbSk40;DisAgrMus;1;2;1;2;1;expert;False;1;Non-Version;Non-Version;1;Song: Same Artist;1;Non-Version;1;0.860087228548729
1210;11;CM-EgnGvySA;WJv20c2flwY;MutUnc;1;2;1;2;2;expert;False;2;Version;Version;2;Video: Multiple Songs;2;Version;0;0.991123141647739
1210;11;CM-EgnGvySA;Y2boAKLqakk;MutUnc;1;1;2;1;2;expert;False;1;Non-Version;Version;2;Video: With Non-Music;2;Version;0;0.839366579667457
1210;11;CM-EgnGvySA;ZsNlcr4frs4;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.885061671913628
1210;11;CM-EgnGvySA;enJiLuH9YUA;DisAgrMus;1;1;1;3;1;expert;False;1;Non-Version;Non-Version;1;Song: Similar;1;Non-Version;0;0.907943713488421
1210;11;CM-EgnGvySA;lj-CXo3GwJ0;DisAgrTxt;1;2;2;2;2;expert;False;2;Version;Version;2;Song: Difficult Cover;2;Version;0;0.944676177019696
1210;11;CM-EgnGvySA;uWG4Nw9VCj0;DisAgrTxt;1;1;1;3;1;worker;False;1;Non-Version;;;;1;Non-Version;;
1211;2;JsgJTvGscF4;0CTja8rP03o;DisAgrMus;1;2;1;;;expert;False;1;Non-Version;Non-Version;1;Video: Similar Metadata;1;Non-Version;0;0.957165045487253
1211;2;JsgJTvGscF4;8gBW35tM5a0;DisAgrTxt;2;3;1;;;expert;False;2;Version;Version;2;Song: Drum-Only;2;Version;0;0.388504343159474
1211;2;JsgJTvGscF4;C2utnTK-Jjc;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.994224350928404
1211;2;JsgJTvGscF4;Cn1sUIs5yeE;DisAgrTxt;2;2;0;;;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.0693543211428705
1211;2;JsgJTvGscF4;GG7fLOmlhYg;DisAgrMus;1;1;3;;;expert;False;1;Non-Version;Non-Version;1;Video: Similar Metadata;1;Non-Version;0;0.966482266512784
1211;2;JsgJTvGscF4;KATpLCm8tlg;DisAgrMus;2;2;2;;;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.761833844866071
1211;2;JsgJTvGscF4;QuTGY8VFsQY;DisAgrTxt;2;2;1;;;expert;False;2;Version;Version;2;Song: Drum-Only;2;Version;0;0.800579604014845
1211;2;JsgJTvGscF4;bpd88Z-SP8Q;MutUnc;1;1;1;;;worker;False;1;Non-Version;;;;1;Non-Version;;0.92014672271809
1211;2;JsgJTvGscF4;zvddYF6MFAU;MutUnc;1;2;1;;;expert;False;1;Non-Version;Non-Version;1;Video: Similar Metadata;1;Non-Version;0;0.992170803363507
1241;29;V8yQFE1kgbU;E20a5KcN0eo;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.968646871484968
1241;29;V8yQFE1kgbU;NE3KJBD0LN8;DisAgrTxt;0;0;0;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
1241;29;V8yQFE1kgbU;NSkboTTTmpg;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.983552264450188
1241;29;V8yQFE1kgbU;X9tDsFXBAeg;MutUnc;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.904807124761248
1241;29;V8yQFE1kgbU;cBqVdLHq2B0;DisAgrTxt;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.954315790863886
1241;29;V8yQFE1kgbU;lEhySKqHQ_s;DisAgrTxt;3;1;1;2;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.986258772876381
1241;29;V8yQFE1kgbU;mL6u-AuP370;MutUnc;0;0;1;0;1;expert;False;0;No Music;Non-Version;1;Video: In-Background;1;Non-Version;0;0.973681107954545
1241;29;V8yQFE1kgbU;oPmMUZbnc3o;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.992085064827127
1241;29;V8yQFE1kgbU;vUeQcvNeqZg;DisAgrMus;1;1;1;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.980367068834384
1280;5;UkGXUn0Kuuw;833xjLhk834;DisAgrTxt;0;3;2;0;0;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0
1280;5;UkGXUn0Kuuw;HsffxGyY4ck;DisAgrMus;1;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.97772621217569
1280;5;UkGXUn0Kuuw;M4vaJGYOSos;MutUnc;1;0;2;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.987653732299805
1280;5;UkGXUn0Kuuw;RDoAHle7P0E;MutUnc;1;0;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.841236362641133
1280;5;UkGXUn0Kuuw;Svf4QunLI6w;DisAgrMus;1;1;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.993707117268458
1280;5;UkGXUn0Kuuw;_K1ogOk4ITk;MutUnc;1;0;1;1;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;1;0.998458331709028
1280;5;UkGXUn0Kuuw;drDv9Ne5140;DisAgrMus;0;1;2;0;1;expert;False;1;Non-Version;Non-Version;1;Placeholder: Non-Ambiguous;1;Non-Version;0;
1280;5;UkGXUn0Kuuw;t-kR_3QTvIk;DisAgrTxt;2;2;1;2;1;expert;False;2;Version;Version;2;Song: Drum-Only;2;Version;0;0.973931768425498
1280;5;UkGXUn0Kuuw;vHx0ePQ4cZg;DisAgrTxt;1;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.956137748386549
1297;29;knxBue4jnUA;1qiRmm3Q4gM;MutUnc;1;1;1;3;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.997657874455996
1297;29;knxBue4jnUA;ENX8J1Itv8A;DisAgrTxt;2;2;2;0;1;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.403327815989307
1297;29;knxBue4jnUA;Ezt-NlP2-uI;MutUnc;1;1;2;2;1;expert;False;1;Non-Version;Version;2;Song: Mashup/Remix;2;Version;0;0.945215290814119
1297;29;knxBue4jnUA;VkDnVhy9kAk;DisAgrMus;3;2;3;3;1;expert;False;3;Match;Match;3;Placeholder: Non-Ambiguous;3;Match;0;0.965696911784477
1297;29;knxBue4jnUA;WJrkg6VLo9I;MutUnc;2;1;2;3;1;expert;False;1;Non-Version;Non-Version;1;Song: Same Artist;1;Non-Version;0;0.985526591644226
1297;29;knxBue4jnUA;biAVjLYHqMk;DisAgrMus;2;2;3;3;2;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.677031277497737
1297;29;knxBue4jnUA;kZOEeyTi-_4;DisAgrTxt;3;0;3;2;1;expert;False;0;No Music;No Music;0;Placeholder: No Music;0;No Music;0;0.190283203125
1297;29;knxBue4jnUA;oq82YL7ZWIk;DisAgrMus;3;0;3;2;0;expert;False;2;Version;Version;2;Video: With Non-Music;2;Version;0;0.720032245282548
1297;29;knxBue4jnUA;p8INPI09m6E;DisAgrTxt;1;2;2;3;1;expert;False;2;Version;Version;2;Song: Mashup/Remix;2;Version;0;0.977808064033902
1332;7;viCwfegDamw;JcY7Gxdlc38;DisAgrTxt;1;2;2;1;2;expert;False;2;Version;Version;2;Song: Mashup/Remix;2;Version;0;0.991942864842108
1332;7;viCwfegDamw;JtASR4iy5Jg;DisAgrTxt;0;2;2;1;1;expert;False;1;Non-Version;Non-Version;1;Video: Similar Metadata;1;Non-Version;0;0.99929781686231
1332;7;viCwfegDamw;Kmd65MVsO70;DisAgrMus;2;1;2;2;2;expert;False;2;Version;Version;2;Placeholder: Non-Ambiguous;2;Version;0;0.994505657638142
1332;7;viCwfegDamw;QaPWH6vfm20;DisAgrMus;1;1;2;1;1;worker;False;1;Non-Version;;;;1;Non-Version;;0.970678824632296
