;set_id;ver_id;title;performer;yt_id;status
746961;81;29;Girl from Ipanema;Ferrante and Teicher;7ULugVa3_Nc;1
746962;81;30;The Girl from Ipanema;Enoch Light and The Light Brigade;ur6oN9Tl72c;1
746963;81;31;The Girl from Ipanema;Archie Shepp;4HzUvcJFFLI;1
746964;81;32;The Girl from Ipanema (Garota De Ipanema);Percy Faith;VHUPvFZnLDo;1
746965;81;33;The Girl from Ipanema;King Curtis;6ok2j3pRMV8;1
746966;81;34;The Girl from Ipanema;Jackie Gleason;e-I51c5R24g;1
746967;81;35;The Girl from Ipanema;"Richard ""Groove"" Holmes";YDN1yMFDimc;1
746968;81;36;The Girl from Ipanema (Garota de Ipanema);Walter Wanderley;hOKNau9pi24;1
746969;81;37;The Girl from Ipanema;Alan Haven with Tony Crombie;kRssJvqEfzY;1
746970;81;38;Garota de Ipanema;Sivuca;MrAKwTLtME0;1
746971;81;39;Recado Bossa Nova / The Girl from Ipanema / One Note Samba;Al Cohn & Zoot Sims;b9dXL2esJII;1
746972;81;40;The Girl from Ipanema;The Dick Bakker Orchestra;N9n7iR_RBpM;1
746973;81;41;Garota de Ipanema;João Donato;qVjsIhbztNk;1
746974;81;42;The Girl from Ipanema;Steelasophical;bVMt4TR_vcY;1
746975;81;43;The Girl from Ipanema;Lex Vandyke;rHkjee64ezM;1
746976;81;44;The Girl from Ipanema;Chuck Loeb;WnfSk2sPtBs;1
746977;81;45;Garota de Ipanema;Sessiones Reggae Instrumental;K8OnxLxfOXs;1
746978;81;46;The Girl from Ipanema;Brian Bromberg;YOWiqPgszlY;1
746979;81;47;The Girl from Ipanema;Stan Getz & João Gilberto;j8VPmtyLqSY;1
746980;81;48;The Boy from Ipanema;Peggy Lee;8GrXmoVNDVw;1
746981;81;49;The Boy from Ipanema;Nancy Wilson;dZuCOaHHoEE;1
746982;81;50;The Girl from Ipanema;Sarah Vaughan;bo0N8wL_Sig;1
746983;81;51;The Girl from Ipanema;The Ray Charles Singers;V2zK05VE-ys;1
746984;81;52;Girl from Ipanema;Chad and Jeremy;-d-auRewF8w;1
746985;81;53;The Girl from Ipanema;The Anita Kerr Singers;sAZWnVQbYLo;1
746986;81;54;The Boy from Ipanema;The Supremes;tZPFlR3yrtM;1
746987;81;55;The Girl from Ipanema;Sammy Davis and Count Basie;CjFqTMpG9KU;1
746988;81;56;Boy from Ipanema;Lena Horne;X9ngzMAXaBc;1
746989;81;57;Girl from Ipanema;Esther Phillips;LChOQMkknoY;1
746990;81;58;The Girl from Ipanema;Edmundo Ros and His Orchestra;o3bOk6zVQYg;1
746991;81;59;The Girl from Ipanema;Pat Boone with Billy Vaughn and His Orchestra;lFP7kMmQ40k;1
746992;81;60;The Girl from Ipanema;Eartha Kitt;Pf2LjPDQGEI;1
746993;81;61;The Girl from Ipanema;Cher;r8VZVj-ucYo;1
746994;81;63;The Girl from Ipanema;Vic Damone;ztbLC-jYlQ4;1
746995;81;64;The Girl from Ipanema;Mrs. Elva Miller;iEPPbONFXYc;1
746996;81;65;Girl from Ipanema;Francis Albert Sinatra & Antonio Carlos Jobim;CBljsZM9FYo;1
746997;81;66;The Girl from Ipanema;Sonia Rosa with Sadao Watanabe Quartet;TbHnkghMh94;1
746998;81;67;The Girl from Ipanema;Corben Simpson;fksXslz1-4U;1
746999;81;68;Girl from Ipanema;John Holt;qXkeRmfaq9g;1
747000;81;69;The Girl from Ipanema;Astrud Gilberto;c-KThaYrkic;1
747001;81;71;The Boy from Ipanema;Crystal Waters;aOwdd8aA02U;1
747002;81;72;The Girl from Ipanema;Pizzicato Five;ESTPQwbqJlc;1
747003;81;73;The Girl from Ipanema;Gabriela Anders;oLRBQgSOJtI;1
747004;81;74;The Girl from Ipanema;Kenny G. feat. Bebel Gilberto;wq57WK16KZU;1
747005;81;75;The Girl from Ipanema;Grażyna Auguścik, Paulinho Garcia;Gn2yfP_5Fsc;1
747006;81;76;The Girl from Ipanema;Uptown Vocal;sbpODxqv-Q8;1
747007;81;77;Girl from Ipanema;Eden Atwood;LqLo-LUkeVs;1
747008;81;78;Ghoul from Ipanema;The Necro Tonz;nZ--PuS_4r0;1
747009;81;79;The Girl from Ipanema;John Pizzarelli;Gm4icW16tf0;1
747010;81;80;Girl from Ipanema;Susan Wong;XPQ1gujPe2E;1
747011;81;81;The Boy from Ipanema;Chet Lam;o-Y2TpXz4cQ;1
747012;81;82;Girl from Ipanema;Michael Bolton;1BJEBWMGg4Y;1
747013;81;84;Girl from Ipanema;Marica Hiraga;fp1R444ttNU;1
747014;81;85;Girl from Ipanema;Jonny Blu;fQUfNcgd0PM;1
747015;81;86;Girl from Ipanema;Carl Riseley;TGpXNylq8KI;1
747016;81;87;Garota de Ipanema;Ituana;LG1EnoR3LB0;1
747017;81;88;The Girl from Ipanema;B.J. Thomas with Ivete Sangalo;ooeQRcB71-U;1
747018;81;89;The Girl from Ipanema;Amy Winehouse;tdu5Ra4Mpzw;1
747019;81;90;The Girl from Ipanema;Connie Evingson;q_c7ToqvROw;1
747020;81;91;The Girl from Ipanema;Josh & Larkin;hdSuigNFZKI;1
747021;81;92;The Girl from Ipanema;Eliane Elias;zudumJec_vc;1
747022;81;93;The Boy From .....;Julia McKenzie;6kj-UVVI3-A;1
747023;81;94;The Girl from Al-Qaeda;The Jack & Jim Show;YxVAEtC-39U;1
747024;81;95;La fille d'Ipanema;Jacqueline François;eeVuSLM4krQ;1
747025;81;96;La fille d'Ipanema;Nana Mouskouri;1HNoiCa7aXI;1
747026;81;97;La fille d'Ipanema;Sacha Distel;mkcERPKVK2k;1
747027;81;98;La ragazza di Ipanema;Bruno Martino;LCsujr8zqJA;1
747028;81;99;Ragazza di Ipanema;Nicola Di Bari;MhlcsWvMMKY;1
747029;81;100;La ragazza di Ipanema;Ivan Cattaneo;NIcH5vT_63Y;1
967432;96;0;My Favorite Things;Mary Martin, Patricia Neway;IFxOriWYF9w;1
967433;96;2;My Favorite Things;Leslie Uggams;CupHY-UTxnM;1
967434;96;3;My Favorite Things;Mark Murphy;yieBzubE-fM;1
967435;96;4;My Favorite Things;The Lennon Sisters;G-reAa2ushQ;1
967436;96;5;My Favorite Things;Joe & Eddie;3KBE2KaywM4;1
967437;96;6;My Favorite Things;Eydie Gorme;e7yfJ6cYr-U;1
967438;96;7;My Favorite Things;Julie Andrews;0IagRZBvLtw;1
967439;96;9;My Favorite Things;We Five;BKRv4sDI_HQ;1
967440;96;10;My Favorite Things;Tony Bennett;UL6ZXRGWp30;1
967441;96;11;My Favorite Things;Al Jarreau;xRNhO5ntWo0;1
967442;96;12;My Favorite Things;Lorrie Morgan;J9zVCgjzpH0;1
967443;96;14;Footprints/My Favorite Things;Tierney Sutton;eMoKOg9cvwg;1
967444;96;15;My Favorite Things;Ron Kaplan;MmT_NNxrOUE;1
967445;96;16;My Favorite Things;The David Leonhardt Jazz Group;ZqjCUwMG9P4;1
967446;96;17;My Favourite Things;Come Shine;dJJ2u3P-79Q;1
967447;96;18;My Favorite Things;Toki Asako;RKLLW4Sl0JY;1
967448;96;19;My Favorite Things;Petra Magoni - Ferruccio Spinetti con Nico Gori;g2BFp_F4PAQ;1
967449;96;20;My Favorite Things;Grace Mahya;UYuEUl_qPxw;1
967450;96;21;My Favourite Things;Big Bang;-Krg51LZ6tw;1
967451;96;22;My Favorite Things;The Four Freshmen;We7pOlWeFDA;1
967452;96;23;My Favorite Things;Tony Bennett featuring The Count Basie Big Band;9GvNJ1y2f2A;1
967453;96;24;Favorite Things;Kristine W;tA_Z2YeYRN8;1
967454;96;25;My Favorite Things;Sidsel Storm;QJbmBg1VFDI;1
967455;96;26;My Favorite Things;Pomplamoose;OvYZMqQffQE;1
967456;96;27;My Favorite Things;Youn Sun Nah;p9hRj4TzIfA;1
967457;96;28;My Favorite Things;Glee Cast;z6_DTsoavA8;1
967458;96;29;My Favourite Things;Carmen Souza;ZIvvfbPSoS0;1
967459;96;30;My Favorite Things;Scott Bradlee & Postmodern Jukebox ft. Robyn Adele Anderson;xC7dsGCE3h8;1
967460;96;31;My Favorite Things;The David Benoit Trio featuring Jane Monheit;raCAGghM3ik;1
967461;96;32;The Sound of Music Medley;Peter Hollens feat. The Shaytards;HiHc0a0OrLc;1
967462;96;33;My Favorite Things;Percy Faith and His Orchestra;1s_5oZqqVQk;1
967463;96;34;My Favorite Things;John Coltrane;qWG2dsXV5HI;1
967464;96;35;My Favorite Things;The Pete Jolly Trio and Friends;s73zvhopmdM;1
967465;96;36;My Favourite Things;David Snell;Wxi3Jt-hQnI;1
967466;96;37;My Favorite Things;Kenny Burrell;S7PfDn0KhtI;1
967467;96;38;My Favorite Things;The Baroque Brass;oJ3ndTFcU5I;1
967468;96;39;My Favourite Things;Polished Brass of London;LZyedt4_unk;1
967469;96;40;My Favorite Things;Charles Earland;csabak_9kPo;1
967470;96;41;My Favorite Things;Gene Russell;4kAsCLjz304;1
967471;96;42;My Favorite Things;Chuck Wayne / Joe Puma;0nKgPxzuWTU;1
967472;96;43;My Favorite Things;Sun Ra and His Arkestra;ziJ479hD0yc;1
967473;96;44;My Favorite Things;Sun Ra Quartet;jLOB5sh98wQ;1
967474;96;45;My Favorite Things;Carpenters;r3Lh8yRIfSw;1
967475;96;47;My Favorite Things;Ronny Jordan;70bE0PBQG00;1
967476;96;48;My Favorite Things;Celea - Liebman - Reisinger;tZG7P3MAL4I;1
967477;96;49;My Favorite Things;Jean-Michel Pilc;4xrULIUOtsQ;1
967478;96;50;My Favorite Things;Yo-Yo Ma, Chris Botti;q7JEUetg8lE;1
967479;96;51;My Favorite Things;Stephanie Jackson;AMhxFZ9h7QE;1
967480;96;52;My Favorite Things;Joey Alexander;-VAx8h2xzT0;1
967481;96;53;Mes joies quotidiennes;Mathé Altéry;nxtTKUP7MyA;1
1067132;157;1;Come Together;The Now Generation [US];byd6klReNLQ;1
1067133;157;2;Come Together;Ike & Tina Turner & The Ikettes;M-ZBYZZWJbk;1
1067134;157;3;Come Together;Herbie Mann;7EO87-ItJC0;1
1067135;157;4;Come Together;The Supremes;OM5WVdGyAwo;1
1067136;157;5;Come Together;Diana Ross;nqwO3MhSL4s;1
1067137;157;6;Come Together;Syl Johnson;_8206GXX4qU;1
1067138;157;7;Come Together;Chairmen of the Board;odX_AXXOKS4;1
1067139;157;8;If You Gotta Make a Fool of Somebody / Come Together;Ben E. King;K8JAPvzgnPA;1
1067140;157;9;Come Together;The Israelites;c2OKh0ujksY;1
1067141;157;10;Because/Come Together;George Benson;chj2KoFrZxM;1
1067142;157;12;Come Together;Willie Bobo and The Bo-Gents;bMQ_2oTvmog;1
1067143;157;13;Come Together;The Hans Staymer Band;q-gMK2-_c5k;1
1067144;157;14;Come Together;Kin Ping Meh;7eY0La2UyCU;1
1067145;157;15;Come Together;Railroad Gin;fhUyOtkvNfE;1
1067146;157;16;Come Together;Gladys Knight & The Pips;0Gp5QoRp6c8;1
1067147;157;17;Come Together;Tina Turner;yqAkdxjneig;1
1067148;157;18;Come Together;Aerosmith;Wo4GJ6YdDeY;1
1067149;157;19;Come Together;Sarah Vaughan;qP94nkhmeVU;1
1067150;157;20;Come Together;John Lennon;0e7AQQTONvg;1
1067151;157;21;Come Together;Michael Hedges;ki_1sB4v4-o;1
1067152;157;22;Come Together;Michael Jackson;GoUKdLQ91Zc;1
1067153;157;23;Come Together;Funky Young Monks;NKs-6pzkT1o;1
1067154;157;24;Come Together;Trouble [1];cM6ZHBShEbk;1
1067155;157;25;Come Together;Beat Surrender;xDru--PmFk4;1
1067156;157;26;Come Together;Karen Jones;pmtK9c2dSos;1
1067157;157;27;Come Together;Soundgarden;fpT4kgg5xlw;1
1067158;157;28;Come Together;Shalamar;ySFRMoJwub0;1
1067159;157;29;Come Together;Defunkt;WL9KNdQDDVw;1
1067160;157;30;Come Together;Mia Martini;_yvlS3mYBtY;1
1067161;157;31;Come Together;Afónicos;pHOk8MyDloI;1
1067162;157;32;Come Together;Whipped Cream;cR7dR1uQARs;1
1067163;157;33;Come Together;The Meters;FRFXiFEI5u0;1
1067164;157;34;Come Together;Mary Wells;ytwiylGe0BI;1
1067165;157;35;Come Together;IRA;1BJJKMmDGfU;1
1067166;157;36;Come Together;Джоанна Стингрэй и БГ [Joanna Stingray i BG];Ku8HPqGFBUs;1
1067167;157;38;Come Together;Mina;-fmLuap4lc8;1
1067168;157;39;Come Together;Sanne & Nikolaj Steen;bRwmBdVMPy4;1
1067169;157;40;Come Together;Delbert McClinton;ZWNWPDu2iYQ;1
1067170;157;41;Come Together;The Smokin' Mojo Filters feat. Paul Weller, Paul McCartney & Noel Gallagher;8jPO2-zvSQ0;1
1067171;157;42;Come Together;All Artists [Tropical Tribute to The Beatles];MGrf9ijRNnk;1
1067172;157;43;Come Together;Bob Belden ft. Cassandra Wilson & Dianne Reeves;_cGwrlGzwcM;1
1067173;157;44;Come Together;Buddy Miles;U3-gTrXyUz0;1
1067174;157;45;Come Together;Robin Williams & Bobby McFerrin;P_7xoC6k7PA;1
1067175;157;46;Come Together;Junior Vasquez;yVYbrTcyzgw;1
1067176;157;47;Come Together;Tom Jones;fvRSyW0JpHU;1
1067177;157;48;Come Together;Spiralmouth;bm6ASifuw-w;1
1067178;157;49;Come Together;Johnny Allen;CPfOiVeYpW4;1
1067179;157;50;Come Together;Pride & Glory;I8fvFKV7MgU;1
1067180;157;51;Come Together;Boom-Boom;MR6BghED4mE;1
1067181;157;52;Come Together;Bobby Bell;6hqC16V_b2s;1
1067182;157;53;Come Together;Cássia Eller;fO3CeTHHQtM;1
1067183;157;54;Come Together;Wolfgang;u67FNZ1K44I;1
1067184;157;55;Come Together;Rudy Rotta Band;-xyV94AKFtc;1
1067185;157;56;Come Together;Phe Cullen;Uwqkgv9a0Ss;1
1067186;157;57;Come Together;Craig David;1NhLZtWAry4;1
1067187;157;58;Come Together;Sugababes;68lQdPCOp2I;1
1067188;157;59;Come Together;Black Label Society;tybfIFJLXBE;1
1067189;157;60;Come Together;Eurythmics;lZDKc-ZM-Bo;1
1067190;157;61;Come Together;Regine Velasquez;3Qp8zFEkbsM;1
1067191;157;62;Come Together;Petra Magoni - Ferruccio Spinetti;S9kBvUxY3v0;1
1067192;157;63;Come Together;The Silver Beatles;NQHE6G8u60w;1
1067193;157;64;Come Together;Emmanuel Santarromana;3GW3-Avt-Ak;1
1067194;157;65;Come Together;Labyrinth;wPzxlhTv_-s;1
1067195;157;66;Come Together;Joe Cocker;JxRHGMi7MnQ;1
1067196;157;67;Come Together;Firefall Acoustic;ATX4vXt03CY;1
1067197;157;69;Come Together;Carly Smithson;PXs81MWZUqo;1
1067198;157;70;Come Together;akiko;3SAlIhEJ8b4;1
1067199;157;71;Come Together;Erik Truffaz / Sly Johnson;GVext7wppeg;1
1067200;157;72;Come Together;The Invisible;f9QPFbkYdp8;1
1067201;157;73;Come Together;Collide;iAo277lnUtw;1
1067202;157;74;Come Together;Boh Runga with Che Fu;jjF6_E3DdqM;1
1067203;157;75;Come Together;48th St. Collective;JtdxYVHgny4;1
1067204;157;76;Come Together;Adam Ben Ezra;tOkYMw5-ZMg;1
1067205;157;77;Come Together;Tok Tok Tok;rYVddmCPhcg;1
1067206;157;78;Come Together;Willy Chirino;o7_oyLcoXIM;1
1067207;157;79;Come Together;Lee Rocker;ZDw54az3yuA;1
1067208;157;80;Come Together;Marike Jager;K1ZJgKhdZ9U;1
1067209;157;82;Come Together;Roberta Flack;sbXAL9G0WHs;1
1067210;157;83;Come Together;Godsmack;kPi-MOxR0l4;1
1067211;157;84;Come Together;Arctic Monkeys;a-5tTz8flYI;1
1067212;157;85;Come Together;The Strypes;xEftAMMrlrk;1
1067213;157;86;Come Together;Henrik Freischlader Band;d34TZqBBXV8;1
1067214;157;87;Come Together;Eric Church;mfRJenL3p4I;1
1067215;157;88;Come Together;Jane Lewis;xcUEc4xKG4c;1
1067216;157;89;Come Together;33Tours;IFf17qJ9lJs;1
1067217;157;90;Simpathy for the Devil / Come Together;Rudy Rotta;_8wBP3qtfDk;1
1067218;157;91;Come Together;Aurélia O'Leary;zsHPRL4ey9c;1
1067219;157;92;Come Together;Pomplamoose;0em6mXKbVqk;1
1067220;157;93;Come Together;Orchid & Beryl featuring Brandon McCray;IWn_8Xjq0Z4;1
1067221;157;94;Come Together;Barb Jungr & John McDaniel;T59jW9v0c00;1
1067222;157;95;Come Together;Frank Chacksfield and His Orchestra;PhxmmPIRabc;1
1067223;157;96;Come Together;David T. Walker;i0amjdSVeYM;1
1067224;157;97;Come Together;George Duke;PyDdSoT8m18;1
1067225;157;98;Come Together;"Richard ""Groove"" Holmes and Ernie Watts";22E_KWD3dwk;1
1067226;157;99;Come Together;Claude Denjean et le moog synthesizer;rsFswThPv58;1
1067227;157;100;Come Together;Count Basie and His Orchestra;cRnDSy2PPIA;1
1067228;157;101;Come Together;Odell Brown;LGedbdAlhdg;1
1067229;157;102;Come Together;The Ice Man's Band;0iko2qtxucU;1
1067230;157;103;Come Together;Nick Ingman;bHCkN_JlzZQ;1
1067231;157;104;Come Together;Mark Whitfield;jbmu0iI8fZE;1
1067232;157;105;Come Together;Marcus Miller;Dhl155_Y-3w;1
1067233;157;106;Come Together;Rick Wakeman;f2vC9gbmJNI;1
1067234;157;107;Come Together;The Canadian Brass;RjeKxJBTFEA;1
1067235;157;108;Come Together;Brian Bromberg;FCuMlhGxYh0;1
1067236;157;109;Come Together;Tommy Guerrero;5JY2apqJLk8;1
1067237;157;110;Come Together;Lynne Arriale Trio;bGJI7mTfdcc;1
1067238;157;111;Come Together;Michael Chapdelaine;sRIhVNyh8k8;1
1067239;157;112;Come Together;Jacques Stotzem;vaiURZliGiw;1
1067240;157;113;Come Together;Soulive;r1eyyTlnXrs;1
1067241;157;114;Come Together;Quatuor Ébène;9TBbiT1BbNU;1
1067242;157;115;Come Together;Marcus Johnson;-Qhw2XpKR-A;1
1067243;157;116;Come Together;Bill Frisell;nGFirsl1SEc;1
1067244;157;117;Come Together;8-Bit Arcade;rQL3Ohw68cE;1
1067245;157;118;Come to Father;ApologetiX;PXIbLv86R1g;1
1067246;157;119;Come Together;Gerard Saint Paul;3zfCcgDV9BQ;1
1067247;157;120;Tam Tam;The Rogers;24x1w7Up0eg;1
1339616;214;1;Enjoy the Silence;SYZYGY;qXa1CR8f3W8;1
1339617;214;2;Enjoy the Silence;The Escape;V-cA7LyKlCk;1
1339618;214;3;Enjoy the Silence;Y Front;l7oARe3VpVI;1
1339619;214;4;Enjoy the Silence;Failure;52fRn2ouT3k;1
1339620;214;5;Enjoy the Silence;Matthew Good Band;8nIDckStoIc;1
1339621;214;6;Enjoy the Silence;Apoptygma Berzerk;JmcRNl1fKbM;1
1339622;214;7;Enjoy the Silence;Moon Under Water;vf1nIxrTodg;1
1339623;214;8;Enjoy the Silence;Entwine;ZZJbYMtOyEY;1
1339624;214;9;Enjoy the Silence;De Heideroosjes;ytbwOvmwiBg;1
1339625;214;10;Enjoy the Silence;Squealer;Zx_K1690R9U;1
1339626;214;11;Enjoy the Silence;Moonlight;bugt1snb590;1
1339627;214;12;Enjoy the Silence;Mike Koglin;fpcsXAqt-Zo;1
1339628;214;13;Enjoy the Silence;Flesh Field;3oo4kNqfn_g;1
1339629;214;14;Enjoy the Silence;Tori Amos;_gZzkGvyqzc;1
1339630;214;15;Enjoy the Silence;No Use for a Name;lXA1xuwp18I;1
1339631;214;16;Enjoy the Silence;Smitten;YmIykKF4f4w;1
1339632;214;17;Enjoy the Silence;Evergreen Terrace;hplHK9i0hdw;1
1339633;214;18;Enjoy the Silence;Caater;Dv9Jb9BWqms;1
1339634;214;19;Enjoy the Silence;Inscape;fWo4pkYi_38;1
1339635;214;20;Enjoy the Silence;G & S Project;vDmyVFavpSY;1
1339636;214;21;Enjoy the Silence;Seafoam Green;cYKv7LvIY98;1
1339637;214;22;Enjoy the Silence;Smashing Potatoes;SmbRP5LUKJs;1
1339638;214;23;Enjoy the Silence;Project for the Masses;wKCDKe_GzrY;1
1339639;214;24;Enjoy the Silence;Ikonoklast;aAeuOf6R-Pg;1
1339640;214;25;Enjoy the Silence;Lacuna Coil;Lx58hXh4pVA;1
1339641;214;26;Enjoy the Silence;Anberlin;cpD5695Kfis;1
1339642;214;27;Enjoy the Silence;Bell X1;ESNqcauxL9U;1
1339643;214;28;Enjoy the Silence;Scala & Kolacny Brothers;_LBwaqgpwEc;1
1339644;214;29;Enjoy the Silence;Ryan Star;oQsd_j4RsKU;1
1339645;214;30;Enjoy the Silence;Smood feat. the Voice of Rita;4gVClrDpyzw;1
1339646;214;31;Enjoy the Silence;Orleya;n23d6h5IMIs;1
1339647;214;32;Enjoy the Silence;Ashaw feat. Mary F;6dF7pcB7UoI;1
1339648;214;33;Enjoy the Silence;Keane;eTzQC9alliU;1
1339649;214;34;Enjoy the Silence;Kim Wilde;JS6rKIt7Yys;1
1339650;214;35;Enjoy the Silence;Rasta;KHNwKQ-rJYs;1
1339651;214;36;Enjoy the Silence;Division Day;bFCAAYQILYs;1
1339652;214;37;Enjoy the Silence;Preternatural;WHrG9wbIrsU;1
1339653;214;38;Enjoy the Silence;Cluster;WZIjswMYBqQ;1
1339654;214;39;Enjoy the Silence;Revol;kYnZsG7yq-U;1
1339655;214;40;Enjoy the Silence;MoriArty;zpvfb2jkkKc;1
1339656;214;41;Enjoy the Silence;Gregorian;55XIdavZxCQ;1
1339657;214;42;Enjoy the Silence;The Time Frequency;YtePcSgqij0;1
1339658;214;43;Enjoy the Silence;Sonos;kYs3v_eZDQU;1
1339659;214;44;Enjoy the Silence;Red Blooded Women;pc-CAWjo4vE;1
1339660;214;45;Enjoy the Silence;Nada Surf;7npwari81xQ;1
1339661;214;46;Enjoy the Silence;Monkey Trick;695CrV1yYZI;1
1339662;214;47;Enjoy the Silence;Bebo Best & Evelins feat. Mr. Lova;9v6rAiXd_D0;1
1339663;214;48;Enjoy the Silence;Patti Austin;yU-AOEBLwL8;1
1339664;214;49;Enjoy the Silence;Susan Boyle;oPGA_iaRk44;1
1339665;214;50;Enjoy the Silence;Nicole Eitner and The Citizens;YEdEkww-VY8;1
1339666;214;51;Enjoy the Silence;Hussey-Regan;pDHv4xhP4R8;1
1339667;214;52;Enjoy the Silence;Mademoizelle Fizz;oSendBsk8To;1
1339668;214;53;Enjoy the Silence;Tim Christensen;BhPip-tp78M;1
1339669;214;54;Enjoy the Silence;Hell Rides North;gr6p_KahoK8;1
1339670;214;55;Enjoy the Silence;Cage9;kfIdiNOK3to;1
1339671;214;56;Enjoy the Silence;Hybrid;RW-Ai2jdZR8;1
1339672;214;57;Enjoy the Silence;Eric Whitacre & Eric Whitacre Singers;TGpWAPQahjA;1
1339673;214;58;Enjoy the Silence;Scarlett & Disher;dM_SLlbja1Y;1
1339674;214;59;Enjoy the Silence (Re:Imagined);Denmark + Winter;HDeTEMNLcmc;1
1339675;214;60;Enjoy the Silence;Lotte Kestner;1WLU_tlIwVY;1
1339676;214;61;Enjoy the Silence;Richie Ramone;7lzeRZPmeaQ;1
1339677;214;62;Enjoy the Silence;Tanghetto;wpBLpuyDtaM;1
1339678;214;63;Enjoy the Silence;[Unknown Studio Artist(s)];UsZvv_rdqf4;1
1339679;214;64;Enjoy the Silence;Alessandro Deledda;FoPu-EmeNGI;1
1339680;214;65;Enjoy the Silence;Carmine Ruizzo;YvbKr56upQU;1
1479756;348;0;Johnny B. Goode;Chuck Berry;ZFo8-JqzSCM;1
1479757;348;1;Johnny B. Goode;Jo Ann Campbell;TdEWuh53f-8;1
1479758;348;2;Johnny B. Good;The Tornadoes;wQ9taAtFLKE;1
1479759;348;3;Johnny B. Goode;Dion Di Muci;OJE53sGc-uo;1
1479760;348;4;Johnny B. Goode;Johnny Rivers;5f6cA0FrlzM;1
1479761;348;5;Johnny B. Goode;The Beach Boys;kyW3dIS8CXo;1
1479762;348;6;Johnny B. Goode (Bye Bye Johnny);Sir Henry and His Butlers;cavqG-Rjhns;1
1479763;348;7;Johnny B. Goode;Freddie and The Dreamers;kbinoaLAff4;1
1479764;348;8;Bye Bye Johnny;The Rattles;WPrp0qFxEBo;1
1479765;348;9;Johnny B. Goode;Jerry Lee Lewis;o6bjrZn-Pvs;1
1479766;348;10;Johnny B. Goode;Jim & Jesse and The Virginia Boys;2dJ8lCEUcn4;1
1479767;348;11;Johnny B. Goode;The Liverbirds;EUHkYu39Z3s;1
1479768;348;13;Johnny B. Goode;Bill Haley and The Comets;EeafKcpdCTo;1
1479769;348;14;Johnny B. Goode;Buck Owens and The Buckaroos;NEpNptqEdYU;1
1479770;348;15;Johnny B. Goode;Conway Twitty;7-al4yrRU10;1
1479771;348;16;Johnny B. Good;Elvis Presley with The Sweet Inspirations and The Imperials Quartet;AKwtTPXVQsQ;1
1479772;348;17;Johnny B. Goode;Johnny Winter;eDD2wYePlVs;1
1479773;348;18;Johnny B. Goode;Jay & The Americans;K5ElFbfix6M;1
1479774;348;19;Johnny B. Goode;Wild Angels;URXRyze2WI8;1
1479775;348;21;Johnny B. Goode;Donna Fargo;I5wyxvTgh6Q;1
1479776;348;22;Johnny B. Goode;The Equals;c5Krc19I1Vc;1
1479777;348;23;Johnny B. Goode;Cuby + Blizzards;DyTTq9qF2zM;1
1479778;348;24;Johnny B. Goode;Dr. Feelgood;yxgF5uPbHd4;1
1479779;348;25;Johnny B. Goode;Flying Saucers;GpRbkjA9DIA;1
1479780;348;26;Johnny B. Goode;Leif Garrett;ZNfpm6E-l1w;1
1479781;348;28;Johnny B. Goode;Frank Marino & Mahogany Rush;-nzna-QPmqM;1
1479782;348;29;Johnny B. Goode;Sex Pistols;zqg7dX7IUCY;1
1479783;348;30;Johnny B. Goode;Elton John;r9lFzPoR9lc;1
1479784;348;31;Johnny B. Goode;The Remains;RakVLshGOxA;1
1479785;348;32;Johnny B. Goode;Peter Tosh;ABfYZ6qxet8;1
1479786;348;33;Johnny B. Goode;Chuck Berry with Julian Lennon;k6_8c0CyK3c;1
1479787;348;34;Johnny B Goode;The Balham Alligators;Rqsh_UKJHa8;1
1479788;348;35;Johnny B. Goode;Judas Priest;I9YlTBEBwIQ;1
1479789;348;36;Ice Ice Baby;Big Daddy;Tp8MUGckwxY;1
1479790;348;37;Johnny B. Goode;Guana Batz;OP3ruDdXLbw;1
1479791;348;38;Johnny B. Goode;The Beatles;u8wzFzhr4G8;1
1479792;348;39;Johnny B. Goode;Roy Moss;lhXiJOkUb1I;1
1479793;348;40;Johnny B. Goode;George Thorogood & The Destroyers;Dr12EBWDN2Q;1
1479794;348;41;Johnny B. Goode;Bob Luman;tP6R_rixg2g;1
1479795;348;42;Johnny B. Goode;Negative Space;vmwZ6Fnlm8k;1
1479796;348;43;Johnny B. Goode;Eilert Pilarm;JXJOng6-w5E;1
1479797;348;44;Johnny B. Goode;Yami Bolo;9L4yoa5SH1k;1
1479798;348;45;Johnny B. Goode;Roy Buchanan;QDwnDVIEKlA;1
1479799;348;46;Johnny B. Goode;Johnny Dowd;3uarOXrTdzg;1
1479800;348;47;Johnny B. Goode;Cliff Richard;tgHnwQuYwKY;1
1479801;348;48;Johnny B. Goode;"Doug Fowlkes and ""The Airdales""";RDIcsoaWk4Q;1
1479802;348;49;Johnny B. Goode;Bill Black's Combo;6m57h-HklYo;1
1479803;348;50;Johnny B. Goode;The Shadows;pZnIceHzDQA;1
1479804;348;51;Lulu rocken går;Shu-bi-dua;zntPl5y-Q7c;1
1479805;348;52;Gå Børge;Lone Kellermann;R_cvoIYxW3Y;1
1479806;348;53;Draggin' Wagon;The Surfer Girls;FpzlVvCN1p8;1
1479807;348;54;Eddie soit bon;Les Chaussettes Noires;KRol9pKwmPk;1
1479808;348;55;Johnny, reviens!;Johnny Hallyday avec Joey and The Showmen;xZQpNtg1fUw;1
